tipo_modelo,variable_objetivo,modelo,hiperparametros,MAE,RMSE,R2
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 200}",0.4039926499283297,0.5696348319498391,0.9986685611811178
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 300}",0.3958117452309669,0.5612413268149161,0.9987075093055168
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 15, 'n_estimators': 100}",0.4198677244714706,0.598609424193407,0.9985296685749664
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 15, 'n_estimators': 200}",0.3912103686028312,0.5680820307705404,0.998675810182573
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 15, 'n_estimators': 300}",0.3901696926463263,0.5671463055658488,0.9986801689097908
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100}",0.573201443978649,0.7580810400095985,0.9976419152515564
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200}",0.5158680338176137,0.6898177066104612,0.9980474740461212
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 300}",0.4800407003223839,0.6494145235225114,0.9982694978881984
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100}",0.4090139718585978,0.576394636684868,0.9986367735564992
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 200}",0.3963665522259565,0.5634687948050959,0.9986972296108568
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 300}",0.3908620908027672,0.5581436073580224,0.9987217374963252
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 15, 'n_estimators': 100}",0.3987270959490934,0.5782973347225122,0.9986277585891916
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 15, 'n_estimators': 200}",0.3970497492515946,0.576864468551325,0.9986345502594
regresion_por_separado,TEY,XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 15, 'n_estimators': 300}",0.3967342254900359,0.5765892588299503,0.9986358528024534
regresion_por_separado,TEY,LinearRegression,Sin hiperparámetros,0.772292,0.988256,0.995924
